Time (s);1.18;1.79;2.41;3.03;3.66;4.29;4.91;5.53;6.15;6.76;7.36;7.96;8.59;9.14;9.7;10.32;10.88;11.5;12.12;12.75;13.33;13.96;14.6;15.2;15.82;16.45;17.07;17.68;18.29;18.89;19.49;20.1;20.7;21.3;21.91;22.51;23.13;23.77;24.4;25.01;25.61;26.22;26.85;27.48;28.11;28.71;29.32;29.96;30.58;31.18;31.78;32.38;33.0;33.65;34.28;34.91;35.57;36.22;36.86;37.49
Emotion;Fear;Fear;Fear;Fear;Fear;Disgust;Disgust;Disgust;Disgust;Fear;Fear;Fear;Fear;Fear;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Angry;Angry;Angry;Angry;Angry;Angry;Happy;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Happy;Neutral;Neutral;Fear;Fear;Fear;Fear;Happy;Happy;Happy;Fear;Fear;Happy;Fear;Fear;Fear;Fear;Fear;Fear;Fear;Fear;Fear;Fear;Fear;Fear;Fear
