Time (s);2.6;3.36;4.1;4.83;5.6;6.31;7.0;7.69;8.37;9.01;9.74;10.44;11.14;11.82;12.54;13.25;13.96;14.7;15.4;16.12;16.83;17.55;18.27;19.12;19.82;20.55;21.28;22.03;22.82;23.51;24.85;25.54;26.24;26.98;27.7;28.42;29.12
Emotion;sad;sad;sad;neutral;neutral;neutral;sad;sad;sad;neutral;neutral;happy;neutral;happy;happy;happy;happy;happy;happy;neutral;fear;neutral;neutral;sad;neutral;neutral;sad;fear;fear;fear;neutral;happy;neutral;fear;fear;neutral;happy
