Time (s);1.13;1.7;2.29;2.89;3.48;4.05;4.66;5.26;5.87;6.44;7.03;7.63;8.18;8.78;9.37;9.94;10.53;11.11;11.69;12.29;12.89;13.48;14.08;14.68;15.25;15.85;16.45;17.03
Emotion;Fear;Fear;Fear;Fear;Fear;Fear;Fear;Fear;Fear;Fear;Fear;Fear;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Disgust;Disgust;Disgust;Disgust;Disgust;Disgust;Disgust;Fear;Fear
